Configuration Item,CI_TagName,CI_TagUserName,CI_TagDescription,CI_ValueSizeBytes,CI_ValueOptions,CI_ValueOptions,CI_InternalNotes,CI_UserVisibility,CI_ReadOnly,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_AladdinMenuPathsAndCategories
I8AI,CI_ISBT128_AIM_ID_ENABLE,Concatenated ISBT 128 AIM ID,Enables/Disables AIM ID for Concatenated ISBT128,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"ISBT128,AIMID"
MSAI,CI_MSI_AIM_ID_ENABLE,MSI AIM ID,Enables/Disables AIM ID for MSI,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"MSI,AIMID"
P4AI,CI_PDF417_AIM_ID_ENABLE,PDF 417 AIM ID,Enables/Disables AIM ID for PDF417,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"PDF417,AIMID"
F2AI,CI_FOLLETT_2OF5_AIM_ID_ENABLE,Follett 2 of 5 AIM ID,Enables/Disables AIM ID for Follett 2 of 5,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"FOLLETT,AIMID"
BCAI,CI_BC412_AIM_ID_ENABLE,BC412 AIM ID,Enables/Disables AIM ID for BC412,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"BC412,AIMID"
PLAI,CI_PLESSEY_AIM_ID_ENABLE,Plessey AIM ID,Enables/Disables AIM ID for Plessey,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"PLESSEY,AIMID"
C1AI,CI_CODE11_AIM_ID_ENABLE,Code11 AIM ID,Enables/Disables AIM ID for Code 11,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"CODE11,AIMID"
AZAI,CI_AZTEC_AIM_ID_ENABLE,Aztec AIM ID,Enables/Disables AIM ID for Aztec,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"AZTEC,AIMID"
DMAI,CI_DATAMATRIX_AIM_ID_ENABLE,Datamatrix AIM ID,Enables/Disables AIM ID for Datamatrix,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"DATAMATRIX,AIMID"
GDAI,CI_GS1_DATAMATRIX_AIM_ID_ENABLE,GS1 Datamatrix AIM ID,Enables/Disables AIM ID for GS1 Datamatrix.,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"GS1,AIMID"
QRAI,CI_QRCODE_AIM_ID_ENABLE,QR Code AIM ID,Enables/Disables AIM ID for QR Code,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"QRCODE,AIMID"
GQAI,CI_GS1_QR_CODE_AIM_ID_ENABLE,GS1 QR Code AIM ID,Enables/Disables AIM ID for GS1 QR Code.,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"GS1,AIMID"
CSAI,CI_CHINA_SENSIBLE_CODE_AIM_ID_ENABLE,China Sensible Code AIM ID,Enables/Disables AIM ID for China Sensible Code,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"CHINA,AIMID"
MIAI,CI_MICRO_PDF_AIM_ID_ENABLE,Micro PDF AIM ID,Enables/Disables AIM ID for Micro PDF,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"MICRO,AIMID"
MQAI,CI_MICROQR_AIM_ID_ENABLE,Micro QR AIM ID,Enables/Disables AIM ID for Micro QR,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"MICROQR,AIMID"
MXAI,CI_MAXICODE_AIM_ID_ENABLE,Maxicode AIM ID,Enables/Disables AIM ID for Maxicode,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"MAXICODE,AIMID"
OMAI,CI_MICR_AIM_ID_ENABLE,MICR AIM ID,Enables/Disables AIM ID for MICR,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"MICR,AIMID"
DCAI,CI_DOTCODE_AIM_ID_ENABLE,DotCode AIM ID,Enables/Disables AIM ID for DotCode,1,"[format=selection]
0x00=Disable
0x01=Enable
[ExtraOption=NotAvailableFor]
classes=11",,Effective only when CI_ALL_AIM_ID_ENABLE is disabled.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,"DOTCODE,AIMID"
3BID,CI_LABEL_ID_EAN13,Set EAN-13 Label ID Character(s),Specifies EAN/JAN13 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x460000,0x420000,,0x410000,0x460000,0x462000,,0x462000,0x460000,0x420000,,,0x460000,EAN13
32ID,CI_LABEL_ID_EAN13_P2,Set EAN-13 P2 Label ID Character(s),Specifies EAN/JAN13-P2 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x460000,0x4C0000,,0x410000,0x460000,0x462000,,0x462000,0x460000,0x4C0000,,,0x460000,EAN13_P2
35ID,CI_LABEL_ID_EAN13_P5,Set EAN-13 P5 Label ID Character(s),Specifies EAN/JAN13-P5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x460000,0x4D0000,,0x410000,0x460000,0x462000,,0x462000,0x460000,0x4D0000,,,0x460000,EAN13_P5
3MID,CI_LABEL_ID_EAN13_COMPOSITE,Set EAN-13 Composite Label ID Character(s),Specifies EAN Composite label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x460000,0x244600,,0x410000,0x460000,0x460000,,,,0x244600,,,0x460000,EAN13_COMPOSITE
ABID,CI_LABEL_ID_UPCA,Set UPC-A Label ID Character(s),Specifies UPC-A label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x410000,0x430000,,,0x410000,0x412000,,0x412000,0x410000,0x430000,,,0x410000,UPCA
A2ID,CI_LABEL_ID_UPCA_P2,Set UPC-A P2 Label ID Character(s),Specifies UPC-A P2 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x410000,0x460000,,,0x410000,0x412000,,0x412000,0x412000,0x460000,,,0x410000,UPCA_P2
A5ID,CI_LABEL_ID_UPCA_P5,Set UPC-A P5 Label ID Character(s),Specifies UPC-A P5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 4 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x410000,0x470000,,,0x410000,0x412000,,0x412000,0x412000,0x470000,,,0x410000,UPCA_P5
AMID,CI_LABEL_ID_UPCA_COMPOSITE,Set UPC-A Composite Label ID Character(s),Specifies UPC-A Composite label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x410000,0x244800,,,0x410000,,,,,0x244800,,,0x410000,UPCA_COMPOSITE
8BID,CI_LABEL_ID_EAN8,Set EAN-8 Label ID Character(s),Specifies EAN/JAN8 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x464600,0x410000,,0x420000,0x464600,,,,,0x410000,,,0x464600,EAN8
82ID,CI_LABEL_ID_EAN8_P2,Set EAN-8 P2 Label ID Character(s),Specifies EAN/JAN8-P2 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x464600,0x4A0000,,0x420000,0x464600,,,,,0x4A0000,,,0x464600,EAN8_P2
85ID,CI_LABEL_ID_EAN8_P5,Set EAN-8 P5 Label ID Character(s),Specifies EAN/JAN8-P5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x464600,0x4B0000,,0x420000,0x464600,,,,,0x4B0000,,,0x464600,EAN8_P5
8MID,CI_LABEL_ID_EAN8_COMPOSITE,Set EAN-8 Composite Label ID Character(s),Specifies the UCC EAN-8 Composite LAbel ID,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x464600,0x244700,,0x420000,0x464600,,,,,0x244700,,,0x464600,EAN8_COMPOSITE
EBID,CI_LABEL_ID_UPCE,Set UPC-E Label ID Character(s),Specifies UPC-E label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x450000,0x440000,,0x430000,0x450000,0x452000,,0x452000,0x450000,0x440000,,,0x450000,UPCE
E2ID,CI_LABEL_ID_UPCE_P2,Set UPC-E P2 Label ID Character(s),Specifies UPC-E P2 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 4 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x450000,0x480000,,0x430000,0x450000,0x452000,,0x452000,0x450000,0x480000,,,0x450000,UPCE_P2
E5ID,CI_LABEL_ID_UPCE_P5,Set UPC-E P5 Label ID Character(s),Specifies UPC-E P5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x450000,0x490000,,0x430000,0x450000,0x452000,,0x452000,0x450000,0x490000,,,0x450000,UPCE_P5
EMID,CI_LABEL_ID_UPCE_COMPOSITE,Set UPC-E Composite Label ID Character(s),Specifies UPC-E Composite label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x450000,0x244A00,,0x430000,0x450000,,,,,0x244A00,,,0x450000,UPCE_COMPOSITE
INID,CI_LABEL_ID_ISSN,Set ISSN Label ID Character(s),Specifies ISSN label ID to be added to label data.,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters,PUBLIC_PRG,false,0x6E0000,0x6E0000,,,,,,,,,,,,ISSN
ISID,CI_LABEL_ID_ISBN,Set ISBN Label ID Character(s),Specifies ISBN label ID to be added to label data.,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x490000,0x400000,,0x410000,0x490000,0x492000,,0x492000,,0x400000,,,0x490000,ISBN
GBID,CI_LABEL_ID_GTIN,Set GTIN Label ID Character(s),Specifies GTIN label ID to be added to label data when GTIN conversion is enabled,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x470000,0x244100,,,0x470000,0x472000,,0x472000,,0x244100,,,0x470000,GTIN
G2ID,CI_LABEL_ID_GTIN2,Set GTIN P2 Label ID Character(s),Specifies GTIN label ID to be added to label data when GTIN conversion is enabled and 2 digit addon label is converted,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x473200,0x244200,,,0x473200,,,,,0x244200,,,0x473200,GTIN2
G5ID,CI_LABEL_ID_GTIN5,Set GTIN P5 Label ID Character(s),Specifies GTIN label ID to be added to label data when GTIN conversion is enabled and 5 digit addon label is converted,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x473500,0x244300,,,0x473500,,,,,0x244300,,,0x473500,GTIN5
4BID,CI_LABEL_ID_RSS_14,Set GS1 DataBar Omnidirectional Label ID Character(s),Specifies GS1 DataBar-14 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x523400,0x750000,,0x450000,0x523400,,,,0x520000,0x750000,,,0x523400,RSS_14
4CID,CI_LABEL_ID_RSS_14_COMPOSITE,Set GS1 DataBar Omnidirectional Composite Label ID Character(s),Specifies GS1 DataBar -14 Composite label ID to be added to label data.,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x523400,0x630000,,0x450000,0x523400,,,,,0x523400,,,0x523400,RSS_14_COMPOSITE
LBID,CI_LABEL_ID_RSS_LIMITED,Set GS1 DataBar Limited Label ID Character(s),Specifies GS1 DataBar Limited label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x524C00,0x760000,,0x450000,0x523400,,,,,0x760000,,,0x523400,RSS_LIMITED
LCID,CI_LABEL_ID_RSS_LIMITED_COMPOSITE,Set GS1 DataBar Limited Composite Label ID Character(s),Specifies GS1 DataBar Limited Composite label ID to be added to label data.,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x524C00,0x690000,,0x450000,0x524C00,,,,,,,,0x524C00,RSS_LIMITED_COMPOSITE
XBID,CI_LABEL_ID_RSS_EXPANDED,Set GS1 DataBar Expanded Label ID Character(s),Specifies GS1 DataBar-Expanded label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x525800,0x740000,,0x450000,0x523400,,,,0x520000,0x740000,,,0x523400,RSS_EXPANDED
XCID,CI_LABEL_ID_RSS_EXPANDED_COMPOSITE,Set GS1 DataBar Expanded Composite Label ID Character(s),Specifies GS1 DataBar Expanded Composite label ID to be added to label data.,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x525800,0x640000,,0x450000,0x525800,,,,,0x640000,,,0x525800,RSS_EXPANDED_COMPOSITE
C3ID,CI_LABEL_ID_CODE39,Set Code 39 Label ID Character(s),Specifies Code39 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x2A0000,0x560000,,0x4D0000,0x2A0000,0x2A2000,,0x2A2000,0x4D0000,0x560000,,,0x2A0000,CODE39
CCID,CI_LABEL_ID_CODE39_CIP,Set Code 39 CIP Label ID Character(s),Specifies Code 39 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x590000,0x590000,,0x4D0000,,0x592000,,0x592000,0x4D0000,,,,,CODE39_CIP
CTID,CI_LABEL_ID_TRIOPTIC,Set Trioptic Label ID Character(s),Specifies Trioptic label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,,PUBLIC_PRG,false,0x245400,0x245400,,,,,,,,,,,,TRIOPTIC
LPID,CI_LABEL_ID_CODE39_LAPOSTE,Set La Poste 39 Label ID Character(s),Specifies La Poste 39 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,Undocumented in PRG. It is left only for backward comaptibility.,PUBLIC_PRG,false,0x246100,0x246100,,0x4D0000,,,,,,,,,,CODE39_LAPOSTE
PZID,CI_LABEL_ID_CODE39_PZN,Set PZN Label ID Character(s),Specifies PZN label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,Undocumented in PRG. It is left only for backward comaptibility.,PUBLIC_PRG,false,0x245A00,0x245A00,,0x4D0000,,,,,,,,,,CODE39_PZN
P3ID,CI_LABEL_ID_CODE39_PHARMACODE,Set Code 32 Label ID Character(s),Specifies Code 32 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x410000,0x580000,,0x4A0000,0x700000,0x412000,,0x412000,0x4D0000,0x580000,,,0x700000,CODE39_PHARMACODE
C8ID,CI_LABEL_ID_CODE128,Set Code 128 Label ID Character(s),Specifies Code128 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x230000,0x540000,,0x4B0000,0x230000,0x232000,,0x232000,0x4B0000,0x540000,,,0x230000,CODE128
U8ID,CI_LABEL_ID_EAN128,Set GS1-128 Label ID Character(s),Specifies GS1-128 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x000000,0x6B0000,,0x500000,0x000000,0x462300,,0x462300,0x460000,0x6B0000,,,0x000000,EAN128
UMID,CI_LABEL_ID_EAN128_COMPOSITE,Set GS1-128 Composite Label ID Character(s),Specifies GS1-128 Composite label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x000000,0x244500,,0x500000,0x000000,,,,,0x244500,,,0x000000,EAN128_COMPOSITE
I8ID,CI_LABEL_ID_ISBT128,Set Concatenated ISBT 128 Label ID Character(s),Specifies Concatenated ISBT128 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x660000,0x660000,,0x4B0000,,0x662000,,0x662000,,,,,,ISBT128
I2ID,CI_LABEL_ID_I2OF5,Set Interleaved 2 of 5 Label ID Character(s),Specifies Interleaved 2-of-5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x690000,0x4E0000,,0x490000,0x690000,0x692000,,0x692000,0x490000,0x4E0000,,,0x690000,I2OF5
HRID,CI_LABEL_ID_I2OF5_CIP_HR,Set Interleaved 2 of 5 CIP HR Label ID character(s),Specifies Interleaved 2 of 5 CIP HR label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x650000,0x650000,,0x490000,,,,,,,,,,I2OF5_CIP_HR
U2ID,CI_LABEL_ID_INDUSTRIAL_2OF5,Set Industrial 2 of 5 Label ID Character(s),Specifies Industrial 2 of 5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x570000,0x570000,,,,,,,,,,,,INDUSTRIAL_2OF5
IAID,CI_LABEL_ID_IATA,Set IATA Industrial 2 of 5 Label ID Character(s),Specifies IATA Industrial 2 of 5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x494100,0x260000,,0x490000,0x494100,,,,,0x260000,,,0x494100,IATA
S2ID,CI_LABEL_ID_S25,Set Code Standard 2 of 5 Label ID Character(s),Specifies Standard 2-of-5 label ID to be added to the label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x730000,0x500000,,0x480000,0x730000,0x732000,,0x732000,,0x500000,,,0x730000,S25
M2ID,CI_LABEL_ID_MATRIX_2OF5,Set Matrix 2 of 5 Label ID Character(s),Specifies Matrix 2 of 5 label ID to be added to label data,3,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",,The label ID is 3 bytes. The 3 bytes are characters for the label ID. A 00 (hex) value in the first 3 bytes indicates the end of the label ID characters.,PUBLIC_PRG,false,0x670000,0x670000,,0x480000,,0x672000,,0x672000,,,,,,MATRIX_2OF5
