Name,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class7_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_Class14_Default,CI_Class15_Default,CI_ValueOptions,CI_TagName
G2ID,0x473200,0x244200,,,0x473200,,,,,,0x244200,,,0x473200,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_GTIN2
G2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_GTIN2_AIM_ID_ENABLE
FAPM,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_PROG_MODE_SWITCH_ENABLE
FAOE,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ORT_MODE_ENABLE
F2ID,0x4F0000,0x4F0000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_FOLLETT_2OF5
F2EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_FOLLETT_2OF5_ENABLE
F2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_FOLLETT_2OF5_AIM_ID_ENABLE
EMID,0x450000,0x244A00,,0x430000,0x450000,,,,,,0x244A00,,,0x450000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCE_COMPOSITE
ECAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCE_COMPOSITE_AIM_ID_ENABLE
EBNS,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCE_NUMBER_SYSTEM_CHARACTER_TRANSMISSION
EBMR,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_UPCE_MINIMUM_READ
EBID,0x450000,0x440000,,0x430000,0x450000,0x452000,,,0x452000,0x450000,0x440000,,,0x450000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCE
EBEN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCE_ENABLE
EBCT,0x01,0x01,,0x00,,,,,,0x00,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCE_CHECK_CHARACTER_TRANSMISSION
EBAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCE_AIM_ID_ENABLE
EBAB,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EXPAND_UPCE_TO_UPCA
EB3B,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EXPAND_UPCE_TO_EAN13
EB2D,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UCC_UPCE_2D_COMPONENT_ENABLE
E8ID,0x450000,0x450000,,0x430000,,n.a.,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCE_P8
E8AI,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCE_P8_AIM_ID_ENABLE
E5ID,0x450000,0x490000,,0x430000,0x450000,0x452000,,,0x452000,0x450000,0x490000,,,0x450000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCE_P5
E5AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCE_P5_AIM_ID_ENABLE
E2ID,0x450000,0x480000,,0x430000,0x450000,0x452000,,,0x452000,0x450000,0x480000,,,0x450000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCE_P2
E2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCE_P2_AIM_ID_ENABLE
DYMD,0x000000130101,0x000000130101,,,,,,,,,,,,,,,"[format=custom]
[field YY]
size=16
display=year (decade from 2000)
[format=range]
min=00
max=99
step=01
[valueSent=int]
[/field YY]
[field MM]
size=16
display=month
[format=range]
min=01
max=0x0C
step=01
[valueSent=int]
[/field MM]
[field DD]
size=16
display=day
[format=range]
min=01
max=0x1F
step=01
[valueSent=int]
[/field DD]",CI_DATE_YEAR_MONTH_DAY
DTXF,0,0,,,,,,,,,,,,,,,"[format=selection]
00= yyyy-mm-dd (ISO  8601).
01=yyyymmdd
02=mmddyyyy.
03=ddmmyyyy.",CI_DATE_TX_FORMAT
DSLC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Variable length decoding
01=Fixed-length decoding",CI_DISCRETE_25_LENGTH_CONTROL
DSL2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_DISCRETE_25_LENGTH_2
DSL1,0x08,0x08,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_DISCRETE_25_LENGTH_1
DSEN,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DISCRETE_25_ENABLE
DSCT,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DISCRETE_25_CHECK_CHARACTER_TRANSMISSION
DSCC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DISCRETE_25_CHECK_CHARACTER_CALCULATION
DPID,0x245900,0x245900,,0x4D0000,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE39_DANISH_PPT
DPEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_DANISH_PPT_ENABLE
DOEN,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DOT_MATRIX_ENABLE
DMLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_DATAMATRIX_LENGTH_CONTROL
DML2,0x0C2C,0x0C2C,,,0x028A,,,,,,,,,0x028A,,,"[format=range]
min=0000
max=0x0C2C
step=01
[PRG_ValueIncluded=false]",CI_DATAMATRIX_LENGTH_2
DML1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x0C2C
step=01
[PRG_ValueIncluded=false]",CI_DATAMATRIX_LENGTH_1
DMID,0x446D00,0x770000,,0x520000,0x500000,,,,,,0x770000,,,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_DATAMATRIX
DMEN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=ExtraValuesAccepted]
values=02",CI_DATAMATRIX_ENABLE
DMDM,0x3FFFFFFF,0x3FFFFFFF,,,,,,,,,,,,,,,"[format=selection]
0x3FFF0BDF=Square Style
0x0000F420=Rectangular Style
0x3FFFFFFF=Both Square and Rectangular Style

[PRG_ValueIncluded=false]",CI_DATAMATRIX_DIMENSIONS_MASK
DMDA,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_DATAMATRIX_AGGRESSIVENESS
DMAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_DATAMATRIX_AIM_ID_ENABLE
DIOT,0x08,0x08,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x63
step=01
[PRG_ValueIncluded=false]",CI_DISPLAY_OFF_TIMEOUT
DIMD,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Local Echo
01=Normal
02=Clear Display After Decode
",CI_DISPLAY_MODE
DIKS,0x3C3D3E,0x3C3D3E,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_DISPLAY_KEYPAD_SELECT
DIFS,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Small
01=Medium
02=Large
",CI_DISPLAY_FONT_SIZE
DICT,10,10,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]
",CI_DISPLAY_CONTRAST
DIBL,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Off
03=On",CI_DISPLAY_BACKLIGHT
DIAC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Shift Mode
01=String Mode",CI_ARROWKEY_MODE
DGT3,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_TEST_CONFIGURATION_MASK_3
DGT2,0x64,0x64,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_TEST_CONFIGURATION_MASK_2
DGT1,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_TEST_CONFIGURATION_MASK_1
DGMD,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DEBUG_MODE
DETM,0x23,0x23,,,,,,,,,,,,,,,"[format=range]
min=01
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_2D_DECODE_TIME_MAX
DESA,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_STRUCTURED_APPEND_ENABLE
DEML,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DECODE_MULTIPLE_LABELS_ENABLE
DAUS,0x55700000000000000000000000000000,0x55700000000000000000000000000000,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_ARROWUP_STRING
DADS,0x44776000000000000000000000000000,0x44776000000000000000000000000000,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_ARROWDWN_STRING
D2ST,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DATALOGIC_2OF5_STITCHING_ENABLE
D2MR,2,2,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_DATALOGIC_2OF5_MINIMUM_READ
D2LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_DATALOGIC_2OF5_LENGTH_CONTROL
D2L2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
except=01
[PRG_ValueIncluded=false]",CI_DATALOGIC_2OF5_LENGTH_2
D2L1,0x06,0x06,,,,,,,,,,,,,,,"[format=range]
min=02
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_DATALOGIC_2OF5_LENGTH_1
D2IR,0x04,0x04,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x0A
step=01
[PRG_ValueIncluded=false]",CI_DATALOGIC_2OF5_INTERDIGIT_MAX_RATIO
D2ID,0x730000,0x730000,,0x480000,,0x732000,,,0x732000,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_DATALOGIC_2OF5
D2EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DATALOGIC_2OF5_ENABLE
D2CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DATALOGIC_2OF5_CHECK_CHARACTER_TRANSMISSION
D2CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DATALOGIC_2OF5_CORRELATION_ENABLE
D2CC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_DATALOGIC_2OF5_CHECK_CHARACTER_CALCULATION
D2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_DATALOGIC_2OF5_AIM_ID_ENABLE
CTID,0x245400,0x245400,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_TRIOPTIC
CTEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_TRIOPTIC_ENABLE
CTAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_TRIOPTIC_AIM_ID_ENABLE
CSLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CHINA_SENSIBLE_CODE_LENGTH_CONTROL
CSL2,0x1E93,0x1E93,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0x1E93
step=01
[PRG_ValueIncluded=false]",CI_CHINA_SENSIBLE_CODE_LENGTH_2
CSL1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=0001
max=0x1E93
step=01
[PRG_ValueIncluded=false]",CI_CHINA_SENSIBLE_CODE_LENGTH_1
CSID,0x245300,0x245300,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CHINA_SENSIBLE_CODE
CSEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CHINA_SENSIBLE_CODE_ENABLE
CSAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CHINA_SENSIBLE_CODE_AIM_ID_ENABLE
CRID,0x340000,0x340000,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE4
CRHD,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE4_HEX_TO_DEC_CONVERSION_ENABLE
CREN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[PRG_ValueIncluded=false]",CI_CODE4_ENABLE
CRCT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE4_CHECK_CHARACTER_TRANSMISSION
CRAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE4_AIM_ID_ENABLE
CPCL,0x01,0x01,,,0x00,,,,,0x00,,,,0x00,,,"[format=selection]
00=Allow all coupon barcodes to be decoded
01=Enable only UPC-A coupon decoding
02=Enable only GS1 DataBar coupon decoding",CI_COUPON_CONTROL
COVS,0,0,,,,,,,,,,,,,,,[format=ascii],CI_CODE_VERIFIER_STRING
CNAS,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CRADLE_ADDRESS_STAMPING
CNAD,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_CRADLE_ADDRESS_STAMPING_DELIMITER
CMOT,0x07,0x07,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x1E
step=01
[PRG_ValueIncluded=false]",CI_UCC_OPTIONAL_COMPOSITE_TIMER
CMEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UCC_COMPOSITE_ENABLE
CHEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_I2OF5_CIP_HR_ENABLE
CFLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODABLOCK_F_LENGTH_CONTROL
CFL2,0x64,0x64,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_CODABLOCK_F_LENGTH_2
CFL1,0x03,0x03,,,,,,,,,,,,,,,"[format=range]
min=0x03
max=0xFF
step=0x01
except=0x01,0x02
[PRG_ValueIncluded=false]",CI_CODABLOCK_F_LENGTH_1
CFID,0x6C0000,0x6D0000,,,,0x6C2000,,,0x6C2000,,0x6D0000,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_CODABLOCK_F
CFEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[PRG_ValueIncluded=false]",CI_CODABLOCK_F_ENABLE
CFEA,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABLOCK_F_EAN_ENABLE
CFAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODABLOCK_F_AIM_ID_ENABLE
CFAC,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=not AIM compliant
01=AIM compliant",CI_CODABLOCK_F_AIM_CHECK
CCID,0x590000,0x590000,,0x4D0000,,0x592000,,,0x592000,0x4D0000,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE39_CIP
CCEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CIP_C39_ENABLE
CCAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE39_CIP_AIM_ID_ENABLE
CBST,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_STITCHING_ENABLE
CBSS,0x01,0x01,,,,,,,,0x00,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_START_STOP_CHARACTER_TRANSMISSION
CBSM,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_START_STOP_CHAR_MATCH
CBSC,0x03,0x03,,,0x01,,,,,,,,,0x01,,,"[format=selection]
00=ABCD/TN*E
01=ABCD/ABCD
02=abcd/tn*e
03=abcd/abcd",CI_CODABAR_START_STOP_CHARACTER_SET
CBMR,2,2,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_CODABAR_MINIMUM_READ
CBLO,0x02,0x02,,,,,,,,,,,,,,,"[format=selection]
01=Quiet zone on one side
02=Quiet zones on two sides
03=Auto
04=Virtual quiet zone on two sides
05=Small quiet zone on two sides",CI_CODABAR_QUIET_ZONE
CBLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODABAR_LENGTH_CONTROL
CBL2,0x32,0x32,,,,,,,,0x10,,,,,,,"[format=range]
min=00
max=0x32
step=01
except=01,02
[PRG_ValueIncluded=false]",CI_CODABAR_LENGTH_2
CBL1,0x03,0x03,,,,,,,,0x08,,,,,,,"[format=range]
min=03
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_CODABAR_LENGTH_1
CBIR,0x04,0x04,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x0A
step=01
[PRG_ValueIncluded=false]",CI_CODABAR_INTERDIGIT_MAX_RATIO
CBID,0x250000,0x520000,,0x4E0000,0x250000,0x252000,,,0x252000,0x4E0000,0x520000,,,0x250000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODABAR
CBFC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ABC_CODABAR_FORCE_CONCATENATION_ENABLE
CBEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_ENABLE
CBDT,0x14,0x14,,,,,,,,,,,,,,,"[format=range]
min=05
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_ABC_CODABAR_DYNAMIC_CONCATENATION_TIMEOUT
CBDL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODABAR_DECODING_LEVEL
CBDA,0x03,0x03,,,,,,,,0x01,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODABAR_DIGIT_AGGRESSIVENESS
CBCT,0x01,0x01,,,,,,,,0x00,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_CHECK_CHARACTER_TRANSMISSION
CBCO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABAR_CORRELATION_ENABLE
CBCM,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Static
01=Dynamic",CI_ABC_CODABAR_CONCATENATION_MODE
CBCC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable AIM standard check char
02=Enable Modulo 10 check char
03=Enable NW-7

[PRG_ValueIncluded=false]",CI_CODABAR_CHECK_CHARACTER_CALCULATION
CBAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODABAR_AIM_ID_ENABLE
CBAB,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ABC_CODABAR_CONCATENATION_ENABLE
CALC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODABLOCK_A_LENGTH_CONTROL
CAL2,0x64,0x64,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
except=01;02
[PRG_ValueIncluded=false]",CI_CODABLOCK_A_LENGTH_2
CAL1,0x03,0x03,,,,,,,,,,,,,,,"[format=range]
min=03
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_CODABLOCK_A_LENGTH_1
CAID,0x6E0000,0x6E0000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODABLOCK_A
CAEN,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODABLOCK_A_ENABLE
C9ST,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE93_STITCHING_ENABLE
C9MR,1,1,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_CODE93_MINIMUM_READ
C9LO,0x03,0x03,,,,,,,0x00,0x02,,,,,,,"[format=selection]
00=No quiet zones
01=Quiet zone on one side
02=Quiet zones on two sides
03=Auto
04=Virtual quiet zones on two sides",CI_CODE93_QUIET_ZONE
C9LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_C93_LENGTH_CONTROL
C9L2,0x32,0x32,,,,,,,,0x10,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_C93_LENGTH_2
C9L1,0x01,0x01,,,,,,,,0x08,,,,,,,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_C93_LENGTH_1
C9ID,0x260000,0x550000,,0x4C0000,0x260000,0x262000,,,0x262000,0x4C0000,0x550000,,,0x260000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE93
C9EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_C93_ENABLE
C9DL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE93_DECODING_LEVEL
C9DA,3,3,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE93_DIGIT_AGGRESSIVENESS
C9CT,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE93_CHECK_CHARACTER_TRANSMISSION
C9CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE93_CORRELATION_ENABLE
C9CC,0x03,0x03,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=check C
02=check K
03=Check C and K",CI_CODE93_CHECK_CHARACTER_CALCULATION
C9AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE93_AIM_ID_ENABLE
C8TF,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_TRANSMIT_FUNCTION_CHARS
35ID,0x460000,0x4D0000,,0x410000,0x460000,0x462000,,,0x462000,0x460000,0x4D0000,,,0x460000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN13_P5
35AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_EAN13_P5_AIM_ID_ENABLE
32ID,0x460000,0x4C0000,,0x410000,0x460000,0x462000,,,0x462000,0x460000,0x4C0000,,,0x460000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN13_P2
32AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN13_P2_AIM_ID_ENABLE
C8ST,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_STITCHING_ENABLE
C8SC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_SUBCODE_CHANGE_TRANSMIT
C8MR,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_CODE128_MINIMUM_READ
C8LO,0x03,0x03,,,,,,,0x00,0x02,,,,,,,"[format=selection]
00=no quiet zones
01=quiet zone on one side
02=quiet zones on two sides
03=Auto
04=virtual quiet zones on two sides",CI_CODE128_QUIET_ZONE
C8LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODE128_LENGTH_CONTROL
C8L2,0x50,0x50,,,,,,,,0x2E,,,,,,,"[format=range]
min=00
max=0x50
step=01
[PRG_ValueIncluded=false]",CI_CODE128_LENGTH_2
C8L1,0x01,0x01,,,,,,,,0x08,,,,,,,"[format=range]
min=01
max=0x50
step=01
[PRG_ValueIncluded=false]",CI_CODE128_LENGTH_1
C8ID,0x230000,0x540000,,0x4B0000,0x230000,0x232000,,,0x232000,0x4B0000,0x540000,,,0x230000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE128
C8EN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_ENABLE
C8DL,0x03,0x03,,,,,,,,,,,,,,,"[format=range]
min=0x00
max=0x05
step=01
[PRG_ValueIncluded=false]",CI_CODE128_DECODING_LEVEL
C8DA,0x03,0x03,,,,,,,,0x01,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE128_DIGIT_AGGRESSIVENESS
C8CT,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_CHECK_CHARACTER_TRANSMISSION
C8CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE128_CORRELATION_ENABLE
C8C3,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EXPAND_CODE128_TO_CODE39
